chimi-look,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,101.71102848575713,126.56914142928535,28.05712315016641,0.9957364828817691,0.9517088035533222,0.638142560324115
chimi-mad,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,103.58668977777778,125.97980977777777,27.977764059165164,0.9977940457533541,0.9575291180172966,0.4999992893763328
chimi,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,103.43697066666667,129.86777333333333,27.984045678859005,0.9969257813626407,0.9553125032983811,0.45739502823808137
input,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,93.77649422222223,128.889056,28.4098636799934,0.9973602571138985,0.9486716473156992,0.8331407619985085
matt1,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,95.11612893553223,140.9597191404298,28.34826193943436,0.9984679033584911,0.935406762316282,0.6848091850550829
matt2,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,101.48728177777778,122.53887288888889,28.066687402916976,0.9928527650116536,0.9120457793813734,0.7585041484821834
matt3,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,99.55880177777777,110.01077688888888,28.15000699773768,0.9955234149451762,0.9118109789443819,0.6313950180803536
matt4,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,96.78089055472263,109.01440379810094,28.27290746802451,0.9915738371996589,0.9546143990490241,0.6946049583469442
matt5,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,102.76651377777777,109.15474844444445,28.01228736973781,0.9894159677033787,0.9395619543116743,0.6820999528015179
me-catten-cropped,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,99.37803978052126,138.0061851851852,28.1578993477857,0.9963808386496271,0.9517117456972283,0.6112331547761419
nimmy-attack,bazille_and_camille_(study_for__dejeuner_sur_l'herbe_)_1970.17.41,100.72362666666666,120.81780622222222,28.09949006228736,0.993337506333444,0.9592192108336374,0.7092714641289147
